state_name,city_name,product_name,margin_price,fuel_price,final_price,created_at,updated_at,scraped_at
Queensland,Brisbane,Unleaded 91 (ULP),0.0609,1.9005,1.9614,2025-01-23T00:05:26.000000Z,2025-07-24T10:12:57.000000Z,2026-04-10T08:02:25Z
Queensland,Brisbane,Pulp - 95,0.0729,2.0327,2.1056,2025-01-23T00:05:26.000000Z,2025-07-23T10:31:46.000000Z,2026-04-10T08:02:25Z
Victoria,Melbourne,Diesel,0.0189,3.0082,3.0271,2025-07-18T15:27:30.000000Z,2025-07-24T10:12:57.000000Z,2026-04-10T08:02:25Z
Victoria,Melbourne,Premium - 98,0.1489,2.1161,2.265,2025-07-18T15:27:30.000000Z,2025-07-25T09:41:43.000000Z,2026-04-10T08:02:25Z
Victoria,Melbourne,Unleaded 91 (ULP),0.0299,1.936,1.9659,2025-07-18T15:27:30.000000Z,2025-07-24T10:12:57.000000Z,2026-04-10T08:02:25Z
Western Australia,Perth,Diesel,-0.0117,2.9024,2.8907,2025-01-23T00:05:26.000000Z,2026-01-13T00:16:35.000000Z,2026-04-13T08:25:10Z
Western Australia,Perth,Premium - 98,0.0086,2.1693,2.1779,2025-01-23T00:05:26.000000Z,2026-01-13T00:16:35.000000Z,2026-04-13T08:25:10Z
Western Australia,Perth,Unleaded 91 (ULP),-0.0058,1.9729,1.9671,2025-01-23T00:05:26.000000Z,2026-01-13T00:16:35.000000Z,2026-04-13T08:25:10Z
Western Australia,Perth,Pulp - 95,0.0045,2.0729,2.0774,2025-01-23T00:05:26.000000Z,2026-01-13T00:16:35.000000Z,2026-04-13T08:25:10Z
Western Australia,Perth,Diesel,-0.0117,2.7925,2.7808,2025-01-23T00:05:26.000000Z,2026-01-13T00:16:35.000000Z,2026-04-14T08:07:40Z
Western Australia,Perth,Premium - 98,0.0086,2.1397,2.1483,2025-01-23T00:05:26.000000Z,2026-01-13T00:16:35.000000Z,2026-04-14T08:07:40Z
Western Australia,Perth,Unleaded 91 (ULP),-0.0058,1.9432,1.9374,2025-01-23T00:05:26.000000Z,2026-01-13T00:16:35.000000Z,2026-04-14T08:07:40Z
Western Australia,Perth,Pulp - 95,0.0045,2.0433,2.0478,2025-01-23T00:05:26.000000Z,2026-01-13T00:16:35.000000Z,2026-04-14T08:07:40Z
Queensland,Brisbane,Diesel,0.0615,2.8662,2.9277,2025-01-23T00:05:26.000000Z,2025-07-23T10:31:46.000000Z,2026-04-14T08:07:40Z
Queensland,Brisbane,Premium - 98,0.1807,2.0264,2.2071,2025-01-23T00:05:26.000000Z,2025-07-23T10:31:46.000000Z,2026-04-14T08:07:40Z
Queensland,Brisbane,Blended E10,0.0639,1.8952,1.9591,2025-01-23T00:05:26.000000Z,2025-07-24T10:15:55.000000Z,2026-04-14T08:07:40Z
Queensland,Brisbane,Unleaded 91 (ULP),0.0609,1.8538999999999999,1.9148,2025-01-23T00:05:26.000000Z,2025-07-24T10:12:57.000000Z,2026-04-14T08:07:40Z
Queensland,Brisbane,Pulp - 95,0.0729,1.9998,2.0727,2025-01-23T00:05:26.000000Z,2025-07-23T10:31:46.000000Z,2026-04-14T08:07:40Z
Victoria,Melbourne,Diesel,0.0189,2.9158,2.9347,2025-07-18T15:27:30.000000Z,2025-07-24T10:12:57.000000Z,2026-04-14T08:07:40Z
Victoria,Melbourne,Premium - 98,0.1489,2.0961,2.245,2025-07-18T15:27:30.000000Z,2025-07-25T09:41:43.000000Z,2026-04-14T08:07:40Z
Victoria,Melbourne,Unleaded 91 (ULP),0.0299,1.8961000000000001,1.926,2025-07-18T15:27:30.000000Z,2025-07-24T10:12:57.000000Z,2026-04-14T08:07:40Z
Western Australia,Perth,Diesel,-0.0117,2.6858,2.6741,2025-01-23T00:05:26.000000Z,2026-01-13T00:16:35.000000Z,2026-04-15T08:09:29Z
Western Australia,Perth,Premium - 98,0.0086,2.076,2.0846,2025-01-23T00:05:26.000000Z,2026-01-13T00:16:35.000000Z,2026-04-15T08:09:29Z
Western Australia,Perth,Unleaded 91 (ULP),-0.0058,1.8796,1.8738,2025-01-23T00:05:26.000000Z,2026-01-13T00:16:35.000000Z,2026-04-15T08:09:29Z
Western Australia,Perth,Pulp - 95,0.0045,1.9796,1.9841,2025-01-23T00:05:26.000000Z,2026-01-13T00:16:35.000000Z,2026-04-15T08:09:29Z
Queensland,Brisbane,Diesel,0.0615,2.5905,2.652,2025-01-23T00:05:26.000000Z,2025-07-23T10:31:46.000000Z,2026-04-15T08:09:29Z
Queensland,Brisbane,Premium - 98,0.1807,1.9872999999999998,2.168,2025-01-23T00:05:26.000000Z,2025-07-23T10:31:46.000000Z,2026-04-15T08:09:29Z
Queensland,Brisbane,Blended E10,0.0639,1.8578999999999999,1.9218,2025-01-23T00:05:26.000000Z,2025-07-24T10:15:55.000000Z,2026-04-15T08:09:29Z
Queensland,Brisbane,Unleaded 91 (ULP),0.0609,1.8192,1.8801,2025-01-23T00:05:26.000000Z,2025-07-24T10:12:57.000000Z,2026-04-15T08:09:29Z
Queensland,Brisbane,Pulp - 95,0.0729,1.9607999999999999,2.0337,2025-01-23T00:05:26.000000Z,2025-07-23T10:31:46.000000Z,2026-04-15T08:09:29Z
Victoria,Melbourne,Diesel,0.0189,2.5536,2.5725,2025-07-18T15:27:30.000000Z,2025-07-24T10:12:57.000000Z,2026-04-15T08:09:29Z
Victoria,Melbourne,Premium - 98,0.1489,2.068,2.2169,2025-07-18T15:27:30.000000Z,2025-07-25T09:41:43.000000Z,2026-04-15T08:09:29Z
Victoria,Melbourne,Blended E10,0.0376,1.8901,1.9277,2025-07-18T15:27:30.000000Z,2025-07-24T10:15:55.000000Z,2026-04-15T08:09:29Z
Victoria,Melbourne,Unleaded 91 (ULP),0.0299,1.8878,1.9177,2025-07-18T15:27:30.000000Z,2025-07-24T10:12:57.000000Z,2026-04-15T08:09:29Z
Victoria,Melbourne,Pulp - 95,0.0249,2.0082,2.0331,2025-07-18T15:27:30.000000Z,2025-07-24T10:12:57.000000Z,2026-04-15T08:09:29Z
Western Australia,Perth,Diesel,-0.0117,2.6013,2.5896,2025-01-23T00:05:26.000000Z,2026-01-13T00:16:35.000000Z,2026-04-16T08:08:39Z
Western Australia,Perth,Premium - 98,0.0086,2.0733,2.0819,2025-01-23T00:05:26.000000Z,2026-01-13T00:16:35.000000Z,2026-04-16T08:08:39Z
Western Australia,Perth,Unleaded 91 (ULP),-0.0058,1.8769,1.8711,2025-01-23T00:05:26.000000Z,2026-01-13T00:16:35.000000Z,2026-04-16T08:08:39Z
Western Australia,Perth,Pulp - 95,0.0045,1.9769,1.9814,2025-01-23T00:05:26.000000Z,2026-01-13T00:16:35.000000Z,2026-04-16T08:08:39Z
Queensland,Brisbane,Diesel,0.0615,2.4419,2.5034,2025-01-23T00:05:26.000000Z,2025-07-23T10:31:46.000000Z,2026-04-16T08:08:39Z
Queensland,Brisbane,Premium - 98,0.1807,1.9437,2.1244,2025-01-23T00:05:26.000000Z,2025-07-23T10:31:46.000000Z,2026-04-16T08:08:39Z
Queensland,Brisbane,Blended E10,0.0639,1.7922,1.8561,2025-01-23T00:05:26.000000Z,2025-07-24T10:15:55.000000Z,2026-04-16T08:08:39Z
Queensland,Brisbane,Unleaded 91 (ULP),0.0609,1.7811,1.842,2025-01-23T00:05:26.000000Z,2025-07-24T10:12:57.000000Z,2026-04-16T08:08:39Z
Queensland,Brisbane,Pulp - 95,0.0729,1.9173,1.9902,2025-01-23T00:05:26.000000Z,2025-07-23T10:31:46.000000Z,2026-04-16T08:08:39Z
Western Australia,Perth,Diesel,-0.0117,2.5347,2.523,2025-01-23T00:05:26.000000Z,2026-01-13T00:16:35.000000Z,2026-04-17T08:07:07Z
Western Australia,Perth,Premium - 98,0.0086,2.0436,2.0522,2025-01-23T00:05:26.000000Z,2026-01-13T00:16:35.000000Z,2026-04-17T08:07:07Z
Western Australia,Perth,Unleaded 91 (ULP),-0.0058,1.8472,1.8414,2025-01-23T00:05:26.000000Z,2026-01-13T00:16:35.000000Z,2026-04-17T08:07:07Z
Western Australia,Perth,Pulp - 95,0.0045,1.9472,1.9517,2025-01-23T00:05:26.000000Z,2026-01-13T00:16:35.000000Z,2026-04-17T08:07:07Z
Victoria,Melbourne,Diesel,0.0189,2.4531,2.472,2025-07-18T15:27:30.000000Z,2025-07-24T10:12:57.000000Z,2026-04-17T08:07:07Z
Victoria,Melbourne,Premium - 98,0.1489,1.9655,2.1144,2025-07-18T15:27:30.000000Z,2025-07-25T09:41:43.000000Z,2026-04-17T08:07:07Z
Victoria,Melbourne,Blended E10,0.0376,1.8162,1.8538,2025-07-18T15:27:30.000000Z,2025-07-24T10:15:55.000000Z,2026-04-17T08:07:07Z
Victoria,Melbourne,Unleaded 91 (ULP),0.0299,1.7962,1.8261,2025-07-18T15:27:30.000000Z,2025-07-24T10:12:57.000000Z,2026-04-17T08:07:07Z
Victoria,Melbourne,Pulp - 95,0.0249,1.9005,1.9254,2025-07-18T15:27:30.000000Z,2025-07-24T10:12:57.000000Z,2026-04-17T08:07:07Z
Queensland,Brisbane,Diesel,0.0615,2.3142,2.3757,2025-01-23T00:05:26.000000Z,2025-07-23T10:31:46.000000Z,2026-04-18T07:37:04Z
Queensland,Brisbane,Premium - 98,0.1807,1.8978000000000002,2.0785,2025-01-23T00:05:26.000000Z,2025-07-23T10:31:46.000000Z,2026-04-18T07:37:04Z
Queensland,Brisbane,Blended E10,0.0639,1.7601,1.824,2025-01-23T00:05:26.000000Z,2025-07-24T10:15:55.000000Z,2026-04-18T07:37:04Z
Queensland,Brisbane,Unleaded 91 (ULP),0.0609,1.7488000000000001,1.8097,2025-01-23T00:05:26.000000Z,2025-07-24T10:12:57.000000Z,2026-04-18T07:37:04Z
Queensland,Brisbane,Pulp - 95,0.0729,1.8717000000000001,1.9446,2025-01-23T00:05:26.000000Z,2025-07-23T10:31:46.000000Z,2026-04-18T07:37:04Z
Western Australia,Perth,Diesel,-0.0117,2.4531,2.4414,2025-01-23T00:05:26.000000Z,2026-01-13T00:16:35.000000Z,2026-04-20T08:30:13Z
Western Australia,Perth,Premium - 98,0.0086,2.0299,2.0385,2025-01-23T00:05:26.000000Z,2026-01-13T00:16:35.000000Z,2026-04-20T08:30:13Z
Western Australia,Perth,Unleaded 91 (ULP),-0.0058,1.8335,1.8277,2025-01-23T00:05:26.000000Z,2026-01-13T00:16:35.000000Z,2026-04-20T08:30:13Z
Western Australia,Perth,Pulp - 95,0.0045,1.9335,1.938,2025-01-23T00:05:26.000000Z,2026-01-13T00:16:35.000000Z,2026-04-20T08:30:13Z
Queensland,Brisbane,Diesel,0.0615,2.3182,2.3797,2025-01-23T00:05:26.000000Z,2025-07-23T10:31:46.000000Z,2026-04-20T08:30:13Z
Queensland,Brisbane,Premium - 98,0.1807,1.8981,2.0788,2025-01-23T00:05:26.000000Z,2025-07-23T10:31:46.000000Z,2026-04-20T08:30:13Z
Queensland,Brisbane,Blended E10,0.0639,1.7610999999999999,1.825,2025-01-23T00:05:26.000000Z,2025-07-24T10:15:55.000000Z,2026-04-20T08:30:13Z
Queensland,Brisbane,Unleaded 91 (ULP),0.0609,1.7499,1.8108,2025-01-23T00:05:26.000000Z,2025-07-24T10:12:57.000000Z,2026-04-20T08:30:13Z
Queensland,Brisbane,Pulp - 95,0.0729,1.8719000000000001,1.9448,2025-01-23T00:05:26.000000Z,2025-07-23T10:31:46.000000Z,2026-04-20T08:30:13Z
Western Australia,Perth,Diesel,-0.0117,2.317,2.3053,2025-01-23T00:05:26.000000Z,2026-01-13T00:16:35.000000Z,2026-04-21T08:12:24Z
Western Australia,Perth,Premium - 98,0.0086,1.9937,2.0023,2025-01-23T00:05:26.000000Z,2026-01-13T00:16:35.000000Z,2026-04-21T08:12:24Z
Western Australia,Perth,Unleaded 91 (ULP),-0.0058,1.7973,1.7915,2025-01-23T00:05:26.000000Z,2026-01-13T00:16:35.000000Z,2026-04-21T08:12:24Z
Western Australia,Perth,Pulp - 95,0.0045,1.8973,1.9018,2025-01-23T00:05:26.000000Z,2026-01-13T00:16:35.000000Z,2026-04-21T08:12:24Z
Queensland,Brisbane,Diesel,0.0615,2.1891,2.2506,2025-01-23T00:05:26.000000Z,2025-07-23T10:31:46.000000Z,2026-04-21T08:12:24Z
Queensland,Brisbane,Premium - 98,0.1807,1.8801999999999999,2.0609,2025-01-23T00:05:26.000000Z,2025-07-23T10:31:46.000000Z,2026-04-21T08:12:24Z
Queensland,Brisbane,Blended E10,0.0639,1.7406000000000001,1.8045,2025-01-23T00:05:26.000000Z,2025-07-24T10:15:55.000000Z,2026-04-21T08:12:24Z
Queensland,Brisbane,Unleaded 91 (ULP),0.0609,1.7294,1.7903,2025-01-23T00:05:26.000000Z,2025-07-24T10:12:57.000000Z,2026-04-21T08:12:24Z
Queensland,Brisbane,Pulp - 95,0.0729,1.8540999999999999,1.927,2025-01-23T00:05:26.000000Z,2025-07-23T10:31:46.000000Z,2026-04-21T08:12:24Z
Western Australia,Perth,Diesel,-0.0117,2.2164,2.2047,2025-01-23T00:05:26.000000Z,2026-01-13T00:16:35.000000Z,2026-04-22T08:11:17Z
Western Australia,Perth,Premium - 98,0.0086,1.9628999999999999,1.9715,2025-01-23T00:05:26.000000Z,2026-01-13T00:16:35.000000Z,2026-04-22T08:11:17Z
Western Australia,Perth,Unleaded 91 (ULP),-0.0058,1.7665,1.7607,2025-01-23T00:05:26.000000Z,2026-01-13T00:16:35.000000Z,2026-04-22T08:11:17Z
Western Australia,Perth,Pulp - 95,0.0045,1.8665,1.871,2025-01-23T00:05:26.000000Z,2026-01-13T00:16:35.000000Z,2026-04-22T08:11:17Z
Queensland,Brisbane,Diesel,0.0615,2.1056,2.1671,2025-01-23T00:05:26.000000Z,2025-07-23T10:31:46.000000Z,2026-04-22T08:11:17Z
Queensland,Brisbane,Premium - 98,0.1807,1.8633,2.044,2025-01-23T00:05:26.000000Z,2025-07-23T10:31:46.000000Z,2026-04-22T08:11:17Z
Queensland,Brisbane,Blended E10,0.0639,1.7239,1.7878,2025-01-23T00:05:26.000000Z,2025-07-24T10:15:55.000000Z,2026-04-22T08:11:17Z
Queensland,Brisbane,Unleaded 91 (ULP),0.0609,1.7127,1.7736,2025-01-23T00:05:26.000000Z,2025-07-24T10:12:57.000000Z,2026-04-22T08:11:17Z
Queensland,Brisbane,Pulp - 95,0.0729,1.8372000000000002,1.9101,2025-01-23T00:05:26.000000Z,2025-07-23T10:31:46.000000Z,2026-04-22T08:11:17Z
Victoria,Melbourne,Diesel,0.0189,2.2522,2.2711,2025-07-18T15:27:30.000000Z,2025-07-24T10:12:57.000000Z,2026-04-22T08:11:17Z
Victoria,Melbourne,Premium - 98,0.1489,1.9405000000000001,2.0894,2025-07-18T15:27:30.000000Z,2025-07-25T09:41:43.000000Z,2026-04-22T08:11:17Z
Victoria,Melbourne,Blended E10,0.0376,1.8014999999999999,1.8391,2025-07-18T15:27:30.000000Z,2025-07-24T10:15:55.000000Z,2026-04-22T08:11:17Z
Victoria,Melbourne,Unleaded 91 (ULP),0.0299,1.7715,1.8014,2025-07-18T15:27:30.000000Z,2025-07-24T10:12:57.000000Z,2026-04-22T08:11:17Z
Victoria,Melbourne,Pulp - 95,0.0249,1.8904,1.9153,2025-07-18T15:27:30.000000Z,2025-07-24T10:12:57.000000Z,2026-04-22T08:11:17Z
Western Australia,Perth,Diesel,-0.0117,2.2034,2.1917,2025-01-23T00:05:26.000000Z,2026-01-13T00:16:35.000000Z,2026-04-23T08:13:52Z
Western Australia,Perth,Premium - 98,0.0086,1.9362,1.9448,2025-01-23T00:05:26.000000Z,2026-01-13T00:16:35.000000Z,2026-04-23T08:13:52Z
Western Australia,Perth,Unleaded 91 (ULP),-0.0058,1.7398,1.734,2025-01-23T00:05:26.000000Z,2026-01-13T00:16:35.000000Z,2026-04-23T08:13:52Z
Western Australia,Perth,Pulp - 95,0.0045,1.8397999999999999,1.8443,2025-01-23T00:05:26.000000Z,2026-01-13T00:16:35.000000Z,2026-04-23T08:13:52Z
Queensland,Brisbane,Diesel,0.0615,2.0501,2.1116,2025-01-23T00:05:26.000000Z,2025-07-23T10:31:46.000000Z,2026-04-23T08:13:52Z
Queensland,Brisbane,Premium - 98,0.1807,1.8479,2.0286,2025-01-23T00:05:26.000000Z,2025-07-23T10:31:46.000000Z,2026-04-23T08:13:52Z
Queensland,Brisbane,Blended E10,0.0639,1.7136,1.7775,2025-01-23T00:05:26.000000Z,2025-07-24T10:15:55.000000Z,2026-04-23T08:13:52Z
Queensland,Brisbane,Unleaded 91 (ULP),0.0609,1.7024,1.7633,2025-01-23T00:05:26.000000Z,2025-07-24T10:12:57.000000Z,2026-04-23T08:13:52Z
Queensland,Brisbane,Pulp - 95,0.0729,1.8218999999999999,1.8948,2025-01-23T00:05:26.000000Z,2025-07-23T10:31:46.000000Z,2026-04-23T08:13:52Z
Western Australia,Perth,Diesel,-0.0117,2.203,2.1913,2025-01-23T00:05:26.000000Z,2026-01-13T00:16:35.000000Z,2026-04-24T08:25:16Z
Western Australia,Perth,Premium - 98,0.0086,1.9423,1.9509,2025-01-23T00:05:26.000000Z,2026-01-13T00:16:35.000000Z,2026-04-24T08:25:16Z
Western Australia,Perth,Unleaded 91 (ULP),-0.0058,1.7459,1.7401,2025-01-23T00:05:26.000000Z,2026-01-13T00:16:35.000000Z,2026-04-24T08:25:16Z
Western Australia,Perth,Pulp - 95,0.0045,1.8458999999999999,1.8504,2025-01-23T00:05:26.000000Z,2026-01-13T00:16:35.000000Z,2026-04-24T08:25:16Z
Queensland,Brisbane,Diesel,0.0615,2.0407,2.1022,2025-01-23T00:05:26.000000Z,2025-07-23T10:31:46.000000Z,2026-04-24T08:25:16Z
Queensland,Brisbane,Premium - 98,0.1807,1.8477000000000001,2.0284,2025-01-23T00:05:26.000000Z,2025-07-23T10:31:46.000000Z,2026-04-24T08:25:16Z
Queensland,Brisbane,Blended E10,0.0639,1.7142,1.7781,2025-01-23T00:05:26.000000Z,2025-07-24T10:15:55.000000Z,2026-04-24T08:25:16Z
Queensland,Brisbane,Unleaded 91 (ULP),0.0609,1.7031,1.764,2025-01-23T00:05:26.000000Z,2025-07-24T10:12:57.000000Z,2026-04-24T08:25:16Z
Queensland,Brisbane,Pulp - 95,0.0729,1.8216999999999999,1.8946,2025-01-23T00:05:26.000000Z,2025-07-23T10:31:46.000000Z,2026-04-24T08:25:16Z
Victoria,Melbourne,Diesel,0.0189,2.1284,2.1473,2025-07-18T15:27:30.000000Z,2025-07-24T10:12:57.000000Z,2026-04-24T08:25:16Z
Victoria,Melbourne,Premium - 98,0.1489,1.9184,2.0673,2025-07-18T15:27:30.000000Z,2025-07-25T09:41:43.000000Z,2026-04-24T08:25:16Z
Victoria,Melbourne,Blended E10,0.0376,1.7646,1.8022,2025-07-18T15:27:30.000000Z,2025-07-24T10:15:55.000000Z,2026-04-24T08:25:16Z
Victoria,Melbourne,Unleaded 91 (ULP),0.0299,1.7501,1.78,2025-07-18T15:27:30.000000Z,2025-07-24T10:12:57.000000Z,2026-04-24T08:25:16Z
Victoria,Melbourne,Pulp - 95,0.0249,1.8584,1.8833,2025-07-18T15:27:30.000000Z,2025-07-24T10:12:57.000000Z,2026-04-24T08:25:16Z
Western Australia,Perth,Diesel,-0.0117,2.1875,2.1758,2025-01-23T00:05:26.000000Z,2026-01-13T00:16:35.000000Z,2026-04-27T08:42:33Z
Western Australia,Perth,Premium - 98,0.0086,1.9394,1.948,2025-01-23T00:05:26.000000Z,2026-01-13T00:16:35.000000Z,2026-04-27T08:42:33Z
Western Australia,Perth,Unleaded 91 (ULP),-0.0058,1.7429999999999999,1.7372,2025-01-23T00:05:26.000000Z,2026-01-13T00:16:35.000000Z,2026-04-27T08:42:33Z
Western Australia,Perth,Pulp - 95,0.0045,1.843,1.8475,2025-01-23T00:05:26.000000Z,2026-01-13T00:16:35.000000Z,2026-04-27T08:42:33Z
Queensland,Brisbane,Diesel,0.0615,2.0177,2.0792,2025-01-23T00:05:26.000000Z,2025-07-23T10:31:46.000000Z,2026-04-27T08:42:33Z
Queensland,Brisbane,Premium - 98,0.1807,1.8563,2.037,2025-01-23T00:05:26.000000Z,2025-07-23T10:31:46.000000Z,2026-04-27T08:42:33Z
Queensland,Brisbane,Blended E10,0.0639,1.7515,1.8154,2025-01-23T00:05:26.000000Z,2025-07-24T10:15:55.000000Z,2026-04-27T08:42:33Z
Queensland,Brisbane,Unleaded 91 (ULP),0.0609,1.7103000000000002,1.7712,2025-01-23T00:05:26.000000Z,2025-07-24T10:12:57.000000Z,2026-04-27T08:42:33Z
Queensland,Brisbane,Pulp - 95,0.0729,1.8303,1.9032,2025-01-23T00:05:26.000000Z,2025-07-23T10:31:46.000000Z,2026-04-27T08:42:33Z
Western Australia,Perth,Diesel,-0.0117,2.2016,2.1899,2025-01-23T00:05:26.000000Z,2026-01-13T00:16:35.000000Z,2026-04-28T08:40:56Z
Western Australia,Perth,Premium - 98,0.0086,1.9335,1.9421,2025-01-23T00:05:26.000000Z,2026-01-13T00:16:35.000000Z,2026-04-28T08:40:56Z
Western Australia,Perth,Unleaded 91 (ULP),-0.0058,1.7370999999999999,1.7313,2025-01-23T00:05:26.000000Z,2026-01-13T00:16:35.000000Z,2026-04-28T08:40:56Z
Western Australia,Perth,Pulp - 95,0.0045,1.8371,1.8416,2025-01-23T00:05:26.000000Z,2026-01-13T00:16:35.000000Z,2026-04-28T08:40:56Z
Queensland,Brisbane,Diesel,0.0615,2.0214,2.0829,2025-01-23T00:05:26.000000Z,2025-07-23T10:31:46.000000Z,2026-04-28T08:40:56Z
Queensland,Brisbane,Premium - 98,0.1807,1.8732,2.0539,2025-01-23T00:05:26.000000Z,2025-07-23T10:31:46.000000Z,2026-04-28T08:40:56Z
Queensland,Brisbane,Blended E10,0.0639,1.7323,1.7962,2025-01-23T00:05:26.000000Z,2025-07-24T10:15:55.000000Z,2026-04-28T08:40:56Z
Queensland,Brisbane,Unleaded 91 (ULP),0.0609,1.7210999999999999,1.782,2025-01-23T00:05:26.000000Z,2025-07-24T10:12:57.000000Z,2026-04-28T08:40:56Z
Queensland,Brisbane,Pulp - 95,0.0729,1.8472,1.9201,2025-01-23T00:05:26.000000Z,2025-07-23T10:31:46.000000Z,2026-04-28T08:40:56Z
Western Australia,Perth,Diesel,-0.0117,2.1962,2.1845,2025-01-23T00:05:26.000000Z,2026-01-13T00:16:35.000000Z,2026-04-29T08:35:08Z
Western Australia,Perth,Premium - 98,0.0086,1.9257,1.9343,2025-01-23T00:05:26.000000Z,2026-01-13T00:16:35.000000Z,2026-04-29T08:35:08Z
Western Australia,Perth,Unleaded 91 (ULP),-0.0058,1.7292999999999998,1.7235,2025-01-23T00:05:26.000000Z,2026-01-13T00:16:35.000000Z,2026-04-29T08:35:08Z
Western Australia,Perth,Pulp - 95,0.0045,1.8293,1.8338,2025-01-23T00:05:26.000000Z,2026-01-13T00:16:35.000000Z,2026-04-29T08:35:08Z
Queensland,Brisbane,Diesel,0.0615,2.0419,2.1034,2025-01-23T00:05:26.000000Z,2025-07-23T10:31:46.000000Z,2026-04-29T08:35:08Z
Queensland,Brisbane,Premium - 98,0.1807,1.877,2.0577,2025-01-23T00:05:26.000000Z,2025-07-23T10:31:46.000000Z,2026-04-29T08:35:08Z
Queensland,Brisbane,Blended E10,0.0639,1.7379,1.8018,2025-01-23T00:05:26.000000Z,2025-07-24T10:15:55.000000Z,2026-04-29T08:35:08Z
Queensland,Brisbane,Unleaded 91 (ULP),0.0609,1.7267000000000001,1.7876,2025-01-23T00:05:26.000000Z,2025-07-24T10:12:57.000000Z,2026-04-29T08:35:08Z
Queensland,Brisbane,Pulp - 95,0.0729,1.8511,1.924,2025-01-23T00:05:26.000000Z,2025-07-23T10:31:46.000000Z,2026-04-29T08:35:08Z
Western Australia,Perth,Diesel,-0.0117,2.2119,2.2002,2025-01-23T00:05:26.000000Z,2026-01-13T00:16:35.000000Z,2026-05-01T08:26:09Z
Western Australia,Perth,Premium - 98,0.0086,1.9515,1.9601,2025-01-23T00:05:26.000000Z,2026-01-13T00:16:35.000000Z,2026-05-01T08:26:09Z
Western Australia,Perth,Unleaded 91 (ULP),-0.0058,1.755,1.7492,2025-01-23T00:05:26.000000Z,2026-01-13T00:16:35.000000Z,2026-05-01T08:26:09Z
Western Australia,Perth,Pulp - 95,0.0045,1.8551,1.8596,2025-01-23T00:05:26.000000Z,2026-01-13T00:16:35.000000Z,2026-05-01T08:26:09Z
Queensland,Brisbane,Diesel,0.0615,2.0717,2.1332,2025-01-23T00:05:26.000000Z,2025-07-23T10:31:46.000000Z,2026-05-01T08:26:09Z
Queensland,Brisbane,Premium - 98,0.1807,1.8395000000000001,2.0202,2025-01-23T00:05:26.000000Z,2025-07-23T10:31:46.000000Z,2026-05-01T08:26:09Z
Queensland,Brisbane,Blended E10,0.0639,1.6963,1.7602,2025-01-23T00:05:26.000000Z,2025-07-24T10:15:55.000000Z,2026-05-01T08:26:09Z
Queensland,Brisbane,Unleaded 91 (ULP),0.0609,1.6851,1.746,2025-01-23T00:05:26.000000Z,2025-07-24T10:12:57.000000Z,2026-05-01T08:26:09Z
Queensland,Brisbane,Pulp - 95,0.0729,1.7787,1.8516,2025-01-23T00:05:26.000000Z,2025-07-23T10:31:46.000000Z,2026-05-01T08:26:09Z
Victoria,Melbourne,Diesel,0.0189,2.1564,2.1753,2025-07-18T15:27:30.000000Z,2025-07-24T10:12:57.000000Z,2026-05-02T08:01:39Z
Victoria,Melbourne,Premium - 98,0.1489,1.9539,2.1028,2025-07-18T15:27:30.000000Z,2025-07-25T09:41:43.000000Z,2026-05-02T08:01:39Z
Victoria,Melbourne,Unleaded 91 (ULP),0.0299,1.7861,1.816,2025-07-18T15:27:30.000000Z,2025-07-24T10:12:57.000000Z,2026-05-02T08:01:39Z
Western Australia,Perth,Premium - 98,0.0086,1.9417,1.9503,2025-01-23T00:05:26.000000Z,2026-01-13T00:16:35.000000Z,2026-05-04T08:43:15Z
Western Australia,Perth,Unleaded 91 (ULP),-0.0058,1.7452999999999999,1.7395,2025-01-23T00:05:26.000000Z,2026-01-13T00:16:35.000000Z,2026-05-04T08:43:15Z
Western Australia,Perth,Pulp - 95,0.0045,1.8453,1.8498,2025-01-23T00:05:26.000000Z,2026-01-13T00:16:35.000000Z,2026-05-04T08:43:15Z
Queensland,Brisbane,Diesel,0.0615,2.0932,2.1547,2025-01-23T00:05:26.000000Z,2025-07-23T10:31:46.000000Z,2026-05-04T08:43:15Z
Queensland,Brisbane,Premium - 98,0.1807,1.8625,2.0432,2025-01-23T00:05:26.000000Z,2025-07-23T10:31:46.000000Z,2026-05-04T08:43:15Z
Queensland,Brisbane,Blended E10,0.0639,1.7019,1.7658,2025-01-23T00:05:26.000000Z,2025-07-24T10:15:55.000000Z,2026-05-04T08:43:15Z
Queensland,Brisbane,Unleaded 91 (ULP),0.0609,1.6907,1.7516,2025-01-23T00:05:26.000000Z,2025-07-24T10:12:57.000000Z,2026-05-04T08:43:15Z
Queensland,Brisbane,Pulp - 95,0.0729,1.8260999999999998,1.899,2025-01-23T00:05:26.000000Z,2025-07-23T10:31:46.000000Z,2026-05-04T08:43:15Z
Western Australia,Perth,Diesel,-0.0117,2.1451000000000002,2.1334,2025-01-23T00:05:26.000000Z,2026-01-13T00:16:35.000000Z,2026-05-05T08:29:47Z
Western Australia,Perth,Premium - 98,0.0086,1.9403000000000001,1.9489,2025-01-23T00:05:26.000000Z,2026-01-13T00:16:35.000000Z,2026-05-05T08:29:47Z
Western Australia,Perth,Unleaded 91 (ULP),-0.0058,1.7439,1.7381,2025-01-23T00:05:26.000000Z,2026-01-13T00:16:35.000000Z,2026-05-05T08:29:47Z
